time,forecast
2025-10-20,26.994115086520218
2025-10-21,27.029399214533882
2025-10-22,27.030156386108587
2025-10-23,27.030913578893855
2025-10-24,27.03167079289028
2025-10-25,27.032428028098458
2025-10-26,27.033185284518982
