time,forecast
2025-10-20,29.868988429661776
2025-10-21,29.8864960706443
2025-10-22,29.885121758864454
2025-10-23,29.889369440947796
2025-10-24,29.888616141108262
2025-10-25,29.889689292010406
2025-10-26,29.889403683784142
